##########################
# CHINESE ESTATE BUILDINGS
##########################

# BUILDING VALUES

@east_asian_estate_main_construction_time = 730
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		skirmishers_maintenance_mult = -0.025
		pikemen_maintenance_mult = -0.025
		men_at_arms_cap = 1
	}
	province_modifier = {
		stationed_skirmishers_damage_mult = 0.05
		stationed_pikemen_damage_mult = 0.05
		stationed_skirmishers_toughness_mult = 0.05
		stationed_pikemen_toughness_mult = 0.05
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_knight_yurt.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_ration_wine_stores_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_barracks_01

	can_construct = {
		custom_tooltip = {
			text = celestial_military_appointment_allowed_desc
			OR = {
				vassal_contract_has_flag = celestial_military_appointment
				vassal_contract_has_flag = meritocratic_military_appointment
			}
		}
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		hostile_county_attrition = -0.05
		supply_capacity_mult = 0.05
	}
	province_modifier = {
		levy_reinforcement_rate = 0.1
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_wine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_ration_wine_stores_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_ration_wine_stores_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		hostile_county_attrition = -0.05
		supply_capacity_mult = 0.05
	}
	province_modifier = {
		levy_reinforcement_rate = 0.1
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_wine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_ration_wine_stores_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_ration_wine_stores_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		hostile_county_attrition = -0.05
		supply_capacity_mult = 0.05
	}
	province_modifier = {
		levy_reinforcement_rate = 0.1
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_wine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_ration_wine_stores_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_ration_wine_stores_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		hostile_county_attrition = -0.05
		supply_capacity_mult = 0.05
	}
	province_modifier = {
		levy_reinforcement_rate = 0.1
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_wine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_vintner_halls_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_market_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
		mercenary_hire_cost_mult = @east_asian_manor_mercenary_hire_cost_mult_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_wintner_halls.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_vintner_halls_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_vintner_halls_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
		mercenary_hire_cost_mult = @east_asian_manor_mercenary_hire_cost_mult_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_wintner_halls.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_vintner_halls_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_vintner_halls_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
		mercenary_hire_cost_mult = @east_asian_manor_mercenary_hire_cost_mult_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_wintner_halls.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_vintner_halls_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_vintner_halls_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
		mercenary_hire_cost_mult = @east_asian_manor_mercenary_hire_cost_mult_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_wintner_halls.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_wine_press_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_rice_field_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_prestige_add = @east_asian_manor_monthly_prestige_add_2
		monthly_merit_per_liege_tax = @east_asian_manor_monthly_merit_per_liege_tax_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_fermentation_room.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_wine_press_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_wine_press_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_prestige_add = @east_asian_manor_monthly_prestige_add_2
		monthly_merit_per_liege_tax = @east_asian_manor_monthly_merit_per_liege_tax_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_fermentation_room.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_wine_press_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_wine_press_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_prestige_add = @east_asian_manor_monthly_prestige_add_2
		monthly_merit_per_liege_tax = @east_asian_manor_monthly_merit_per_liege_tax_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_fermentation_room.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_wine_press_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_wine_press_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_prestige_add = @east_asian_manor_monthly_prestige_add_2
		monthly_merit_per_liege_tax = @east_asian_manor_monthly_merit_per_liege_tax_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_fermentation_room.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_cellar_cave_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_garden_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_1
		domicile_monthly_gold_add = 0.2
	}
	province_modifier = {
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_cellar_cave.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_cellar_cave_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_cellar_cave_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_1
		domicile_monthly_gold_add = 0.2
	}
	province_modifier = {
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_cellar_cave.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_cellar_cave_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_cellar_cave_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_1
		domicile_monthly_gold_add = 0.2
	}
	province_modifier = {
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_cellar_cave.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_cellar_cave_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_cellar_cave_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_1
		domicile_monthly_gold_add = 0.2
	}
	province_modifier = {
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_cellar_cave.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_jar_kiln_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_storage_01

	can_construct = {
		trigger_if = {
			limit = {
				this != top_liege
			}
			is_governor = yes
		}
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit = @east_asian_manor_monthly_merit_2
	}
	province_modifier = {
		hills_development_growth_factor = 0.025
		hills_tax_mult = 0.03
		plains_development_growth_factor = 0.015
		plains_tax_mult = 0.03
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_structure_plain_of_jars.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_jar_kiln_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_jar_kiln_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit = @east_asian_manor_monthly_merit_2
	}
	province_modifier = {
		hills_development_growth_factor = 0.025
		hills_tax_mult = 0.03
		plains_development_growth_factor = 0.015
		plains_tax_mult = 0.03
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_structure_plain_of_jars.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_jar_kiln_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_jar_kiln_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit = @east_asian_manor_monthly_merit_2
	}
	province_modifier = {
		hills_development_growth_factor = 0.025
		hills_tax_mult = 0.03
		plains_development_growth_factor = 0.015
		plains_tax_mult = 0.03
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_structure_plain_of_jars.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_jar_kiln_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_jar_kiln_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit = @east_asian_manor_monthly_merit_2
	}
	province_modifier = {
		hills_development_growth_factor = 0.025
		hills_tax_mult = 0.03
		plains_development_growth_factor = 0.015
		plains_tax_mult = 0.03
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_structure_plain_of_jars.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_weighing_house_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_market_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_gold_add = 0.25
		domicile_monthly_gold_mult = 0.02
	}
	province_modifier = {
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/activity_phases/debate_phase_debate.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_weighing_house_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_weighing_house_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_gold_add = 0.25
		domicile_monthly_gold_mult = 0.02
	}
	province_modifier = {
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/activity_phases/debate_phase_debate.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_weighing_house_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_weighing_house_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_gold_add = 0.25
		domicile_monthly_gold_mult = 0.02
	}
	province_modifier = {
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/activity_phases/debate_phase_debate.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_weighing_house_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_weighing_house_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_gold_add = 0.25
		domicile_monthly_gold_mult = 0.02
	}
	province_modifier = {
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/activity_phases/debate_phase_debate.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_meeting_houses_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_market_01

	can_construct_potential = {
		any_character_situation = { situation_type = dynastic_cycle }
	}
	
	can_construct = {
		is_any_movement_leader = yes
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
		celestial_bonus_movement_power_1 = yes
	}
	character_modifier = {
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_1
		celestial_movement_power_promote_scheme_phase_duration_add = -2
	}
	province_modifier = {
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_movement_study.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_meeting_houses_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_meeting_houses_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
		celestial_bonus_movement_power_2 = yes
	}
	character_modifier = {
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_1
		celestial_movement_power_promote_scheme_phase_duration_add = -2
	}
	province_modifier = {
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_movement_study.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_meeting_houses_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_meeting_houses_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
		celestial_bonus_movement_power_3 = yes
	}
	character_modifier = {
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_1
		celestial_movement_power_promote_scheme_phase_duration_add = -2
	}
	province_modifier = {
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_movement_study.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_meeting_houses_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_meeting_houses_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
		celestial_bonus_movement_power_4 = yes
	}
	character_modifier = {
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_1
		celestial_movement_power_promote_scheme_phase_duration_add = -2
	}
	province_modifier = {
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_movement_study.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_night_watch_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_market_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		enemy_hostile_scheme_success_chance_add = -2
		domicile_monthly_gold_mult = 0.02
	}
	province_modifier = {
		tax_mult = 0.02
		monthly_county_control_growth_add = 0.2
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_guardhouse.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_night_watch_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_night_watch_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		enemy_hostile_scheme_success_chance_add = -2
		domicile_monthly_gold_mult = 0.02
	}
	province_modifier = {
		tax_mult = 0.02
		monthly_county_control_growth_add = 0.2
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_guardhouse.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_night_watch_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_night_watch_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
